0.004688 , -0.000000
0.004688 , -0.000000
0.006250 , 0.003125
0.005625 , 0.003125
0.004688 , 0.003125
0.005313 , 0.001875
0.006250 , -0.000000
0.006250 , 0.001562
0.007500 , 0.001562
0.009374 , 0.001562
0.007812 , 0.001562
0.007812 , 0.000937
0.007812 , -0.000000
0.009375 , -0.000000
0.009374 , 0.001250
0.009374 , 0.003125
0.007812 , 0.003125
0.008437 , 0.002499
0.009374 , 0.001562
0.009374 , -0.000001
0.009374 , 0.000624
0.009374 , 0.001562
0.010937 , 0.003124
0.010937 , 0.003124
0.010937 , 0.003124
0.010937 , 0.002499
0.010937 , 0.001561
0.010937 , 0.001562
0.011562 , 0.001562
0.012499 , 0.001561
0.010937 , 0.001561
0.010937 , 0.002499
0.010937 , 0.003124
0.009374 , 0.001561
0.009999 , 0.000936
0.010937 , -0.000001
0.012499 , 0.004686
0.012499 , 0.004686
0.010937 , 0.003124
0.011562 , 0.003124
0.012499 , 0.003124
0.010937 , 0.001561
0.010938 , 0.002812
0.010938 , 0.004688
0.010938 , 0.004688
0.010938 , 0.003438
0.010938 , 0.001563
0.012500 , 0.004688
0.012500 , 0.005313
0.012500 , 0.006250
0.012500 , 0.006250
0.012500 , 0.001563
0.012500 , 0.001563
0.012500 , 0.003125
0.012500 , 0.001563
0.012500 , 0.001563
0.010938 , 0.006250
0.011563 , 0.004375
0.012500 , 0.001563
0.011875 , 0.002813
0.010938 , 0.004688
0.010938 , 0.002813
0.010938 , 0.000000
0.012500 , 0.003125
0.012500 , 0.003125
0.012500 , 0.004375
0.012500 , 0.006250
0.012500 , 0.000000
0.011875 , 0.001250
0.010938 , 0.003125
0.012500 , 0.004688
0.012500 , 0.002813
0.012500 , 0.000000
0.012500 , 0.001250
0.012500 , 0.003750
0.012500 , 0.004688
0.012500 , 0.001563
0.012500 , 0.001563
0.014063 , 0.003125
0.013438 , 0.003125
0.012500 , 0.003125
0.012500 , 0.001563
0.012500 , 0.002188
0.012500 , 0.003125
0.014063 , 0.001563
0.014063 , 0.001563
0.014063 , 0.001563
0.014063 , 0.003125
0.013438 , 0.003750
0.012500 , 0.004688
0.012500 , 0.004688
0.011875 , 0.004063
0.010938 , 0.003125
0.012500 , 0.004688
0.012500 , 0.003438
0.012500 , 0.001563
0.013125 , 0.003438
0.014063 , 0.006250
0.012500 , 0.003125
0.013125 , 0.005000
0.014063 , 0.007813
0.014063 , 0.003125
0.013438 , 0.004375
0.012500 , 0.006250
0.012500 , 0.005000
0.012500 , 0.003125
0.014063 , 0.004688
0.014063 , 0.006563
0.014063 , 0.009375
0.014063 , 0.003125
0.013438 , 0.001875
0.012500 , 0.000000
0.013125 , 0.000625
0.014063 , 0.002188
0.014063 , 0.003125
0.013438 , 0.003750
0.013125 , 0.004688
0.014063 , 0.004688
0.014063 , 0.003125
0.014063 , 0.003125
0.012500 , 0.004688
0.013125 , 0.004062
0.014062 , 0.003124
0.014063 , 0.003125
0.012500 , 0.003125
0.012500 , 0.003125
0.014063 , 0.003124
0.014063 , 0.003124
0.014063 , 0.007812
0.013438 , 0.006562
0.012500 , 0.004062
